cpu,cpu_freq,date,gpu,gpu_freq,score,type_name
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14644,Time Spy (1.2) by pyww2
Intel Core i7-8700K Processor ,"3,700 MHz ",September 23 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,995 MHz ",14642,Time Spy (1.2) by FloE
Intel Core i9-9900K Processor ,"3,600 MHz ",September 23 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,650 MHz ",14642,Time Spy (1.2) by Draconati
AMD Ryzen 5 3600X ,"3,800 MHz ",September 23 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,995 MHz ",14640,Time Spy (1.2) by freakalis
Intel Core i7-8700K Processor ,"3,696 MHz ",September 23 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14639,Time Spy (1.2) by pyww2
Intel Core i7-8700 Processor ,"3,192 MHz ",September 27 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,010 MHz ",14639,Time Spy (1.2) by gazdunne
AMD Ryzen 5 3600X ,"3,793 MHz ",September 23 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14638,Time Spy (1.2) by jpg-2
Intel Core i5-10600K Processor ,"4,104 MHz ",September 25 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,875 MHz ",14638,Time Spy (1.2) by Megatherium
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14638,Time Spy (1.2) by Hellacious1789
AMD Ryzen 7 3800X ,"4,300 MHz ",September 20 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,680 MHz ",14637,Time Spy (1.2) by 吊儿郎当
Intel Core i7-8700K Processor ,"3,696 MHz ",September 20 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14637,Time Spy (1.2) by Mirage-4
AMD Ryzen 5 3600 ,"4,100 MHz ",September 21 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,875 MHz ",14637,Time Spy (1.2) by Varo-2
AMD Ryzen 7 2700X ,"3,700 MHz ",September 22 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14635,Time Spy (1.2) by heero85
AMD Ryzen 5 3600X ,"4,100 MHz ",September 22 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14635,Time Spy (1.2) by Luting
Intel Core i5-10600K Processor ,"4,104 MHz ",September 23 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14635,Time Spy (1.2) by hoodmanX
Intel Core i5-10600K Processor ,"4,104 MHz ",September 25 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,890 MHz ",14635,Time Spy (1.2) by Megatherium
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14635,Time Spy (1.2) by Hellacious1789
Intel Core i7-9700 Processor ,"3,000 MHz ",September 26 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,440 MHz ",14635,Time Spy (1.2) by playhooon-2
AMD Ryzen 7 3700X ,"3,600 MHz ",September 21 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14634,Time Spy (1.2) by KS81
AMD Ryzen 7 3800X ,"4,200 MHz ",September 21 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14633,Time Spy (1.2) by MisooSoup
AMD Ryzen 5 3600X ,"3,793 MHz ",September 23 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14633,Time Spy (1.2) by jpg-2
Intel Core i7-8700K Processor ,"3,696 MHz ",September 25 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,935 MHz ",14633,Time Spy (1.2) by 43eyes
Intel Core i9-9900K Processor ,"3,600 MHz ",September 26 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14633,Time Spy (1.2) by (HUN)ManiaCop
AMD Ryzen Threadripper 2990WX ,"3,000 MHz ",September 21 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,890 MHz ",14631,Time Spy (1.2) by cheva-2
AMD Ryzen 5 3600X ,"3,800 MHz ",September 18 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,040 MHz ",14630,Time Spy (1.0) by Sleeqb7
AMD Ryzen 5 3600X ,"4,100 MHz ",September 22 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14629,Time Spy (1.2) by Luting
Intel Core i7-6900K Processor ,"3,200 MHz ",September 23 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14629,Time Spy (1.2) by Prinzenralle
Intel Core i7-9700K Processor ,"3,600 MHz ",September 26 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14629,Time Spy (1.2) by Dega-2
AMD Ryzen 7 3700X ,"3,600 MHz ",September 18 2020,Gainward GmbH NVIDIA GeForce RTX 3080 ,"1,995 MHz ",14628,Time Spy (1.0) by 182250373
AMD Ryzen 5 3600 ,"4,200 MHz ",September 24 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,920 MHz ",14628,Time Spy (1.2) by 大聪明
AMD Ryzen 7 3700X ,"3,600 MHz ",September 26 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,040 MHz ",14628,Time Spy (1.2) by Bunch[e]s
Intel Core i7-8700K Processor ,"3,696 MHz ",September 24 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,890 MHz ",14627,Time Spy (1.2) by SiegeDave
Intel Core i7-8700K Processor ,"3,700 MHz ",September 26 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,040 MHz ",14627,Time Spy (1.2) by SuperTier
AMD Ryzen 5 3600X ,"3,793 MHz ",September 22 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14625,Time Spy (1.2) by kyleroden-2
Intel Core i9-9900K Processor ,"3,600 MHz ",September 23 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,040 MHz ",14625,Time Spy (1.2) by Jonas-7765
AMD Ryzen 5 3600X ,"4,100 MHz ",September 24 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14625,Time Spy (1.2) by Luting
AMD Ryzen 7 3700X ,"3,593 MHz ",September 25 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14624,Time Spy (1.2) by slack3r
AMD Ryzen 5 3600 ,"4,200 MHz ",September 26 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14624,Time Spy (1.2) by joseavila1432
AMD Ryzen 7 3700X ,"3,600 MHz ",September 27 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,980 MHz ",14624,Time Spy (1.2) by Sir Gul4sch
Intel Core i7-9700K Processor ,"3,600 MHz ",September 18 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14622,Time Spy (1.2) by Allu-2974
Intel Core i7-9700KF Processor ,"3,600 MHz ",September 27 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14620,Time Spy (1.2) by Ants-In-My-Eyes-Johnson
AMD Ryzen 7 3700X ,"3,910 MHz ",September 19 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,025 MHz ",14618,Time Spy (1.2) by s_three11
Intel Core i7-10700K Processor ,"3,792 MHz ",September 21 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,055 MHz ",14618,Time Spy (1.2) by muuny
Intel Core i7-8700 Processor ,"3,192 MHz ",September 19 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14617,Time Spy (1.2) by 별명수정중복확인
Intel Core i7-7700K Processor ,"4,200 MHz ",September 21 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,145 MHz ",14617,Time Spy (1.2) by tlsalsrud1472
Intel Core i7-8700 Processor ,"3,192 MHz ",September 24 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,025 MHz ",14617,Time Spy (1.2) by Ms.Fortune
Intel Core i9-10900K Processor ,"3,696 MHz ",September 27 2020,Colorful NVIDIA GeForce RTX 3080 ,"1,860 MHz ",14617,Time Spy (1.2) by 85020959
AMD Ryzen 7 3700X ,"3,600 MHz ",September 27 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,890 MHz ",14617,Time Spy (1.2) by didi009
AMD Ryzen 7 3700X ,"3,593 MHz ",September 18 2020,Galax NVIDIA GeForce RTX 3080 ,"2,040 MHz ",14616,Time Spy (1.0) by Yed13
AMD Ryzen 5 3600 ,"3,600 MHz ",September 18 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,040 MHz ",14616,Time Spy (1.2) by line1029
Intel Core i7-7820X Processor ,"3,600 MHz ",September 27 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14616,Time Spy (1.2) by Zurkster
Intel Core i7-9700K Processor ,"3,600 MHz ",September 17 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,010 MHz ",14615,Time Spy (1.0) by uNReaL-3
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,040 MHz ",14614,Time Spy (1.2) by Hellacious1789
Intel Core i7-9700K Processor ,"3,600 MHz ",September 18 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,935 MHz ",14613,Time Spy (1.0) by Bullet Witch
Intel Core i9-9900KF Processor ,"3,600 MHz ",September 20 2020,Gainward GmbH NVIDIA GeForce RTX 3080 ,"1,665 MHz ",14613,Time Spy (1.2) by E45Y
AMD Ryzen 5 3600X ,"4,300 MHz ",September 20 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,025 MHz ",14612,Time Spy (1.2) by 吊儿郎当
Intel Core i7-9700K Processor ,"3,600 MHz ",September 22 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,935 MHz ",14611,Time Spy (1.2) by Mojeer
Intel Core i9-9900K Processor ,"3,600 MHz ",September 23 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,040 MHz ",14611,Time Spy (1.2) by Jonas-7765
Intel Core i5-10400 Processor ,"2,904 MHz ",September 25 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,935 MHz ",14611,Time Spy (1.2) by RYU Hyeonchang
Intel Core i9-10900 Processor ,"2,807 MHz ",September 26 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,890 MHz ",14611,Time Spy (1.2) by Average Joe-4177
Intel Core i9-9900K Processor ,"3,600 MHz ",September 26 2020,Gainward GmbH NVIDIA GeForce RTX 3080 ,"2,070 MHz ",14611,Time Spy (1.2) by yskim911
AMD Ryzen 5 3600 ,"3,593 MHz ",September 19 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,085 MHz ",14610,Time Spy (1.2) by ashey11
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,905 MHz ",14610,Time Spy (1.2) by 43eyes
Intel Core i9-9900KF Processor ,"3,600 MHz ",September 20 2020,Gainward GmbH NVIDIA GeForce RTX 3080 ,"1,740 MHz ",14609,Time Spy (1.2) by E45Y
Intel Core i7-8700K Processor ,"3,696 MHz ",September 24 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,935 MHz ",14609,Time Spy (1.2) by a1mi6h7y-1337
Intel Core i5-9600K Processor ,"3,696 MHz ",September 23 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14607,Time Spy (1.2) by OMGRTFM
AMD Ryzen 5 3600 ,"3,600 MHz ",September 21 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,025 MHz ",14606,Time Spy (1.2) by NiekYako
Intel Core i7-8700K Processor ,"3,696 MHz ",September 25 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,920 MHz ",14606,Time Spy (1.2) by 43eyes
Intel Core i7-9700K Processor ,"3,600 MHz ",September 22 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,995 MHz ",14605,Time Spy (1.2) by matic-2
Intel Core i7-8700K Processor ,"3,696 MHz ",September 24 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,995 MHz ",14605,Time Spy (1.2) by Zammie
AMD Ryzen 7 3800XT ,"3,900 MHz ",September 24 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14604,Time Spy (1.2) by zardeine
AMD Ryzen 7 3700X ,"3,600 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,935 MHz ",14604,Time Spy (1.2) by BigMike-3
AMD Ryzen 5 3600 ,"3,593 MHz ",September 23 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,995 MHz ",14603,Time Spy (1.2) by ashey11
Intel Core i7-8700K Processor ,"3,696 MHz ",September 23 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,995 MHz ",14603,Time Spy (1.2) by HelloThere
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,890 MHz ",14603,Time Spy (1.2) by pyww2
AMD Ryzen 5 3600X ,"4,250 MHz ",September 20 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,025 MHz ",14602,Time Spy (1.2) by KappaSaures
AMD Ryzen 5 3600 ,"3,593 MHz ",September 21 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,040 MHz ",14602,Time Spy (1.2) by ashey11
AMD Ryzen 5 3600X ,"3,793 MHz ",September 25 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,995 MHz ",14602,Time Spy (1.2) by jpg-2
AMD Ryzen 7 3700X ,"3,593 MHz ",September 26 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,935 MHz ",14602,Time Spy (1.2) by Kukure.D.Psyco
AMD Ryzen 5 3600 ,"3,593 MHz ",September 19 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14601,Time Spy (1.2) by ashey11
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14601,Time Spy (1.2) by Hellacious1789
Intel Core i7-8086K Processor ,"4,007 MHz ",September 17 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14600,Time Spy (1.0) by Rock-4
Intel Core i7-8700 Processor ,"3,192 MHz ",September 22 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14600,Time Spy (1.2) by alan8003
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14599,Time Spy (1.2) by Hellacious1789
AMD Ryzen 7 3700X ,"4,400 MHz ",September 17 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14598,Time Spy (1.0) by OooDonut
Intel Core i9-9900K Processor ,"3,600 MHz ",September 24 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14597,Time Spy (1.2) by Dichou (twitch.tv/dichou_gaming)
AMD Ryzen 7 2700 ,"3,200 MHz ",September 21 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14595,Time Spy (1.2) by ShellShock-2
Intel Core i7-9700K Processor ,"3,600 MHz ",September 24 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14595,Time Spy (1.2) by Mojeer
Intel Core i9-9900K Processor ,"3,600 MHz ",September 20 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"2,055 MHz ",14594,Time Spy (1.2) by Hoak
Intel Core i7-8700K Processor ,"3,700 MHz ",September 22 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14594,Time Spy (1.2) by sosocharming
Intel Core i5-10600 Processor ,"3,312 MHz ",September 21 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,935 MHz ",14593,Time Spy (1.2) by raheelzubairi
AMD Ryzen 5 3600 ,"3,600 MHz ",September 26 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,055 MHz ",14593,Time Spy (1.2) by Adriaan350
AMD Ryzen 5 3600XT ,"3,800 MHz ",September 22 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14591,Time Spy (1.2) by (3ibo
Intel Core i7-8700K Processor ,"3,696 MHz ",September 23 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14591,Time Spy (1.2) by Syctra
AMD Ryzen 5 3600 ,"3,600 MHz ",September 21 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,010 MHz ",14590,Time Spy (1.2) by NiekYako
Intel Core i7-9700K Processor ,"3,600 MHz ",September 24 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,440 MHz ",14590,Time Spy (1.2) by Luxferro
AMD Ryzen 5 3600 ,"3,600 MHz ",September 27 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14590,Time Spy (1.2) by Dolphin-3509
Intel Core i7-8700K Processor ,"3,696 MHz ",September 18 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,010 MHz ",14588,Time Spy (1.2) by negerzebra
Intel Core i7-8700K Processor ,"3,700 MHz ",September 22 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14588,Time Spy (1.2) by TaeYoung Papa
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14588,Time Spy (1.2) by pyww2
AMD Ryzen 5 3600 ,"4,200 MHz ",September 27 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,935 MHz ",14588,Time Spy (1.2) by dogcm79
Intel Core i7-8700K Processor ,"3,696 MHz ",September 24 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14587,Time Spy (1.2) by SiegeDave
Intel Core i7-9700 Processor ,"3,000 MHz ",September 25 2020,"PNY Technologies, Inc. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14587,Time Spy (1.2)
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"2,040 MHz ",14587,Time Spy (1.2) by rakabos-2
AMD Ryzen 5 3600 ,"3,600 MHz ",September 24 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,980 MHz ",14586,Time Spy (1.2) by Dolphin-3509
Intel Core i7-9700K Processor ,"3,600 MHz ",September 24 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,070 MHz ",14586,Time Spy (1.2) by Mojeer
AMD Ryzen 9 3900X ,"3,800 MHz ",September 26 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14586,Time Spy (1.2) by sod
Intel Core i7-7700K Processor ,"4,200 MHz ",September 20 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,145 MHz ",14585,Time Spy (1.2) by tlsalsrud1472
Intel Core i7-10700K Processor ,"3,792 MHz ",September 24 2020,Colorful NVIDIA GeForce RTX 3080 ,"1,935 MHz ",14585,Time Spy (1.2) by szufo
Intel Core i7-9700 Processor ,"3,000 MHz ",September 25 2020,"PNY Technologies, Inc. NVIDIA GeForce RTX 3080 ","2,040 MHz ",14585,Time Spy (1.2) by PCDIGA
Intel Core i7-8700K Processor ,"3,700 MHz ",September 24 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14584,Time Spy (1.2) by bongzz
Intel Core i7-10700K Processor ,"3,801 MHz ",September 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,980 MHz ",14584,Time Spy (1.2) by Sivert
Intel Core i7-8700 Processor ,"3,192 MHz ",September 26 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14584,Time Spy (1.2) by NIUZHENG
AMD Ryzen 5 3600 ,"3,600 MHz ",September 26 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,980 MHz ",14583,Time Spy (1.2) by PvtSmeker
AMD Ryzen 5 3600 ,"3,600 MHz ",September 24 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,980 MHz ",14582,Time Spy (1.2) by Dolphin-3509
AMD Ryzen 9 3900X ,"3,793 MHz ",September 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,920 MHz ",14582,Time Spy (1.2) by Gingo
Intel Core i7-8700K Processor ,"3,696 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,905 MHz ",14582,Time Spy (1.2) by 43eyes
AMD Ryzen 5 3600 ,"3,593 MHz ",September 20 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,055 MHz ",14581,Time Spy (1.2) by ashey11
Intel Core i7-8700K Processor ,"3,696 MHz ",September 20 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,920 MHz ",14580,Time Spy (1.2) by Jaajo
Intel Core i7-9700K Processor ,"3,600 MHz ",September 26 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14580,Time Spy (1.2) by juffbox
AMD Ryzen 5 3600X ,"3,800 MHz ",September 26 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","2,010 MHz ",14579,Time Spy (1.2) by *****-6716
AMD Ryzen 5 3600 ,"3,593 MHz ",September 20 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14578,Time Spy (1.2) by ashey11
Intel Core i7-8700K Processor ,"3,696 MHz ",September 24 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,995 MHz ",14578,Time Spy (1.2) by SiegeDave
AMD Ryzen 5 3600 ,"4,500 MHz ",September 19 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,010 MHz ",14577,Time Spy (1.2) by Noshandy
Intel Core i7-9700K Processor ,"3,600 MHz ",September 25 2020,Gainward GmbH NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14576,Time Spy (1.2) by Tymon77
AMD Ryzen 7 3700X ,"3,600 MHz ",September 26 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14576,Time Spy (1.2) by gosnoopy
Intel Core i7-8700K Processor ,"3,696 MHz ",September 23 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,995 MHz ",14575,Time Spy (1.2) by Dallas-3273
AMD Ryzen 5 3600 ,"3,593 MHz ",September 24 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14575,Time Spy (1.2) by ashey11
AMD Ryzen 7 3800XT ,"3,900 MHz ",September 26 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14574,Time Spy (1.2) by x6502x
Intel Core i7-7700K Processor ,"4,200 MHz ",September 20 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,115 MHz ",14573,Time Spy (1.2) by tlsalsrud1472
Intel Core i7-9700K Processor ,"3,600 MHz ",September 24 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14573,Time Spy (1.2) by Aruhmata
AMD Ryzen 5 3600 ,"3,593 MHz ",September 22 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"2,010 MHz ",14572,Time Spy (1.2) by ashey11
AMD Ryzen 5 3600XT ,"3,800 MHz ",September 27 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14572,Time Spy (1.2) by neptune14
Intel Core i7-9700K Processor ,"3,600 MHz ",September 27 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14572,Time Spy (1.2) by SadGlockie
AMD Ryzen 5 3600X ,"3,793 MHz ",September 22 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","2,025 MHz ",14571,Time Spy (1.2)
Intel Core i9-9900K Processor ,"3,600 MHz ",September 25 2020,Palit Microsystems Ltd. NVIDIA GeForce RTX 3080 ,"1,995 MHz ",14571,Time Spy (1.2) by Hoak
Intel Core i7-8700K Processor ,"3,696 MHz ",September 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,010 MHz ",14570,Time Spy (1.2) by Gone-4
AMD Ryzen 5 3600XT ,"3,793 MHz ",September 26 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 3080 ","2,115 MHz ",14570,Time Spy (1.2)
AMD Ryzen 5 3600X ,"4,100 MHz ",September 19 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14569,Time Spy (1.2) by balrog-3
Intel Core i5-8600K Processor ,"3,600 MHz ",September 22 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","2,055 MHz ",14569,Time Spy (1.2) by Azzinothz
Intel Core i7-8700K Processor ,"3,696 MHz ",September 25 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,980 MHz ",14569,Time Spy (1.2) by bodine1231
Intel Core i7-9700K Processor ,"3,600 MHz ",September 20 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 3080 ","1,950 MHz ",14568,Time Spy (1.2) by juffbox
Intel Core i7-8700K Processor ,"3,696 MHz ",September 23 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 3080 ","1,965 MHz ",14568,Time Spy (1.2) by opi_wahn
AMD Ryzen 7 3700X ,"3,600 MHz ",September 23 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,920 MHz ",14568,Time Spy (1.2) by Kabong
Intel Core i7-9700K Processor ,"3,600 MHz ",September 25 2020,Gainward GmbH NVIDIA GeForce RTX 3080 ,"2,025 MHz ",14568,Time Spy (1.2) by Tymon77
AMD Ryzen 7 3700X ,"3,593 MHz ",September 25 2020,EVGA Corporation NVIDIA GeForce RTX 3080 ,"1,965 MHz ",14568,Time Spy (1.2) by slack3r
Intel Core i7-10700K Processor ,"3,792 MHz ",September 23 2020,NVidia Corporation NVIDIA GeForce RTX 3080 ,"1,920 MHz ",14567,Time Spy (1.2) by YagumoYukari
AMD Ryzen 5 3600X ,"4,100 MHz ",September 27 2020,ZOTAC NVIDIA GeForce RTX 3080 ,"1,935 MHz ",14567,Time Spy (1.2) by Luting
